treated,age,age2,educ,black,hispanic,married,nodegree,re75,re78
0,48,2304,11,0,0,1,1,0,11821.813
0,28,784,12,1,0,1,0,24169.355,25860.215
0,45,2025,6,1,0,1,1,8951.6133,9605.2227
0,49,2401,8,0,0,0,1,36316.695,44331.797
0,27,729,13,0,0,1,0,0,28076.805
0,24,576,17,0,0,1,0,0,24825.807
0,29,841,12,0,0,1,0,5908.0645,14481.72
0,44,1936,12,1,0,1,0,23632.258,19210.445
0,26,676,12,0,0,1,0,39387.098,39898.617
0,27,729,15,0,0,1,0,10741.935,18471.582
0,33,1089,17,0,0,1,0,46548.387,76841.781
1,21,441,13,1,0,0,0,24806.83,8803.666
0,44,1936,16,0,0,1,0,30435.484,33987.711
1,18,324,8,1,0,0,1,0,0
0,48,2304,10,0,0,1,1,2864.5161,0
0,20,400,12,0,0,1,0,13427.419,10713.518
0,24,576,12,1,0,1,0,14322.581,26599.078
0,28,784,12,0,0,1,0,15933.871,0
0,48,2304,16,0,0,1,0,23274.193,39898.617
0,28,784,9,0,0,1,1,17158.451,17957.332
0,45,2025,11,0,0,1,1,21483.871,0
0,23,529,12,1,0,1,0,15217.742,15516.129
0,30,900,9,1,0,1,1,8951.6133,16254.992
0,42,1764,6,0,0,1,1,17903.227,23643.625
0,32,1024,12,0,0,1,0,21483.871,29554.531
0,31,961,8,0,0,1,1,19335.484,20688.172
0,26,676,14,0,0,1,0,20588.711,24530.262
0,46,2116,12,0,0,1,0,24214.113,33987.711
0,22,484,12,1,0,1,0,14680.645,14038.402
1,17,289,10,1,0,0,1,0,16218.04
0,39,1521,12,0,0,1,0,39387.098,43740.707
0,24,576,11,0,0,1,1,15575.806,14777.266
0,34,1156,12,1,0,0,0,30435.484,12560.676
0,30,900,12,1,0,1,0,10741.935,18962.188
0,35,1225,15,0,0,1,0,537.09674,0
0,28,784,12,1,0,1,0,19693.549,17732.719
0,28,784,12,1,0,1,0,0,0
0,33,1089,12,1,0,1,0,14322.581,23643.625
1,27,729,11,1,0,1,1,2142.217,2186.189
0,43,1849,16,0,0,1,0,31330.645,33987.711
0,23,529,12,0,0,1,0,24033.289,14777.266
0,37,1369,10,0,0,1,1,17545.16,17732.719
0,47,2209,17,0,0,1,0,34016.129,35465.438
0,33,1089,16,0,0,1,0,39387.098,44331.797
0,33,1089,12,0,0,1,0,25959.678,27846.279
0,50,2500,7,0,0,1,1,15933.871,17732.719
0,31,961,12,0,0,1,0,15038.71,17732.719
0,24,576,14,0,0,1,0,0,0
0,28,784,17,0,0,1,0,18091.211,22165.898
0,54,2916,12,0,0,1,0,18798.387,23643.625
0,20,400,12,1,0,1,0,12532.258,8866.3594
1,33,1089,12,0,0,1,0,0,12418.07
0,26,676,12,0,0,1,0,26496.773,32509.984
0,39,1521,10,1,0,0,1,12532.258,25248.436
0,47,2209,14,0,0,1,0,17903.227,22165.898
0,24,576,12,0,0,1,0,19693.549,29554.531
0,34,1156,10,0,0,1,1,2327.4194,26599.078
0,40,1600,10,0,0,1,1,17903.227,20688.172
0,28,784,14,1,0,1,0,12532.258,16254.992
0,52,2704,12,0,0,1,0,18977.42,20688.172
0,27,729,16,0,0,1,0,26317.742,25860.215
0,54,2916,12,0,0,1,0,0,0
0,31,961,11,1,0,1,1,14859.677,16254.992
0,30,900,11,1,0,1,1,8808.3867,17881.969
0,28,784,12,0,0,1,0,10741.935,9014.1318
1,25,625,12,1,0,0,0,2409.2739,0
0,21,441,14,0,0,0,0,19693.549,35465.438
1,22,484,11,1,0,0,1,7497.752,668.74658
1,24,576,10,1,0,0,1,0,0
0,52,2704,12,0,0,1,0,47622.582,39011.98
0,27,729,16,0,0,0,0,30435.484,42854.07
0,44,1936,6,0,0,1,1,13427.419,17023.41
0,50,2500,17,0,0,1,0,44758.066,39898.617
0,31,961,12,0,0,1,0,14814.919,16254.992
0,34,1156,17,0,0,1,0,20588.711,23421.967
0,47,2209,17,0,0,1,0,10025.806,35465.438
0,23,529,11,0,0,1,1,11986.21,5910.9063
0,25,625,7,1,0,0,1,16137.968,11821.813
0,51,2601,8,0,0,1,1,21752.42,0
0,24,576,12,0,0,1,0,13964.516,41571.402
0,44,1936,12,1,0,1,0,21483.871,22609.217
0,49,2401,10,0,0,1,1,14322.581,8423.041
0,40,1600,15,0,1,1,0,23274.193,26599.078
1,23,529,12,1,0,1,0,0,5911.5508
0,47,2209,12,0,0,1,0,0,0
0,46,2116,8,0,0,1,1,17903.227,17732.719
1,33,1089,11,1,0,1,1,25142.24,4181.9419
0,26,676,12,0,0,1,0,14322.581,17732.719
0,54,2916,8,0,1,1,1,0,8866.3594
0,42,1764,5,1,0,1,1,7161.2905,14777.266
1,20,400,12,0,0,1,0,8644.1563,11656.51
0,28,784,12,1,0,0,0,19693.549,26599.078
0,37,1369,8,0,0,1,1,14322.581,23643.625
0,21,441,12,0,0,1,0,15217.742,23643.625
0,53,2809,4,1,0,1,1,8951.6133,10344.086
0,19,361,13,0,0,1,0,19693.549,28815.668
1,24,576,15,1,0,0,0,13008.5,14683.63
0,54,2916,13,0,0,1,0,0,0
0,31,961,12,1,0,1,0,8951.6133,9605.2227
0,48,2304,10,1,0,1,1,5370.9678,14895.484
0,53,2809,6,1,0,1,1,16112.903,9974.6543
0,40,1600,10,1,0,1,1,19693.549,17732.719
0,54,2916,11,0,0,1,1,32225.807,36943.164
0,26,676,12,0,0,1,0,17903.227,17732.719
0,47,2209,16,0,0,1,0,53709.676,54675.883
0,48,2304,16,0,0,1,0,0,0
0,20,400,12,0,0,1,0,14322.581,19653.764
0,32,1024,10,1,0,0,1,8951.6133,0
1,17,289,8,1,0,0,1,0,0
0,29,841,17,0,0,1,0,19693.549,0
0,26,676,14,0,0,1,0,19693.549,28076.805
0,26,676,17,0,0,1,0,16829.031,19210.445
0,27,729,14,0,1,0,0,23274.193,27337.941
0,22,484,13,0,0,0,0,0,2305.2534
0,42,1764,12,0,0,1,0,0,0
0,52,2704,10,1,0,1,1,0,0
0,26,676,12,1,0,1,0,1074.1935,8866.3594
1,20,400,9,1,0,0,1,660.51593,12229.63
0,28,784,14,0,0,1,0,7877.4194,13742.857
0,33,1089,13,1,0,1,0,10741.935,20688.172
0,35,1225,9,0,0,1,1,16112.903,17732.719
0,24,576,13,0,0,1,0,1790.3226,449.22888
0,31,961,14,0,0,1,0,34016.129,38986.859
0,50,2500,10,0,0,1,1,15933.871,29554.531
0,21,441,12,0,0,0,0,17903.227,19210.445
1,37,1369,9,1,0,0,1,0,1067.506
0,50,2500,11,0,0,1,1,0,10344.086
0,28,784,14,0,0,1,0,26854.84,22165.898
0,50,2500,10,0,0,1,1,32225.807,33987.711
0,24,576,16,0,0,0,0,22200,25712.441
0,30,900,12,0,0,1,0,16650,19949.309
0,37,1369,13,0,0,1,0,37596.773,39529.188
0,34,1156,12,0,0,1,0,22200,22904.762
0,53,2809,12,0,0,1,0,25064.516,26007.988
0,55,3025,16,1,0,1,0,11995.161,23531.318
0,54,2916,3,1,0,1,1,0,0
0,42,1764,11,0,0,1,1,44758.066,54675.883
0,36,1296,14,0,0,1,0,23460.387,0
0,25,625,12,0,0,1,0,17724.193,31327.803
0,45,2025,15,0,0,1,0,51919.355,45809.523
1,34,1156,7,1,0,0,1,857.51947,0
0,45,2025,12,0,0,1,0,156653.23,88663.594
0,39,1521,8,0,0,1,1,9846.7744,0
0,18,324,12,0,0,1,0,8056.4517,19210.445
1,44,1936,11,1,0,0,1,0,0
0,26,676,16,0,0,1,0,25422.58,29554.531
0,21,441,14,0,0,1,0,8777.9512,591.09064
0,26,676,12,0,0,1,0,24169.355,21279.264
0,21,441,12,0,0,1,0,10741.935,6649.7695
1,19,361,11,0,1,1,1,5463.8032,6788.4629
1,27,729,11,1,0,0,1,0,549.2984
0,46,2116,12,0,0,1,0,21841.936,22904.762
0,35,1225,17,0,0,1,0,35806.453,39898.617
0,25,625,13,1,0,1,0,13824.871,12656.728
0,27,729,17,0,0,1,0,44758.066,29554.531
0,38,1444,14,0,0,1,0,50129.031,44331.797
0,25,625,14,0,0,1,0,14322.581,14777.266
1,42,1764,14,1,0,1,0,0,13167.52
0,45,2025,17,0,0,1,0,16112.903,17732.719
0,23,529,12,0,0,1,0,19854.678,18914.9
0,44,1936,12,1,0,1,0,23632.258,19210.445
0,23,529,14,0,0,0,0,3401.6128,5319.8159
0,50,2500,12,1,0,1,0,0,0
1,21,441,12,1,0,0,0,3332.4089,9371.0371
0,35,1225,16,0,0,1,0,19693.549,17732.719
0,37,1369,10,0,0,1,1,17545.16,17732.719
0,25,625,17,0,0,1,0,31151.613,53937.02
0,50,2500,16,0,0,0,0,14322.581,39973.98
0,32,1024,16,0,0,1,0,29540.322,33987.711
0,34,1156,11,0,0,1,1,0,19210.445
0,27,729,17,0,0,1,0,10741.935,29554.531
0,46,2116,6,1,0,0,1,9678.4844,7873.3271
0,20,400,10,0,0,0,1,3523.3547,9309.6777
0,35,1225,7,0,0,1,1,12711.29,13447.312
1,27,729,11,1,0,0,1,0,0
0,38,1444,12,0,0,1,0,26854.84,29554.531
0,31,961,17,0,0,1,0,31806.871,62064.516
0,43,1849,12,0,0,1,0,21739.887,29338.783
0,55,3025,12,0,0,1,0,6266.1289,10344.086
0,37,1369,17,0,0,1,0,35806.453,41376.344
0,51,2601,12,0,0,1,0,38939.516,35465.438
0,52,2704,8,1,0,1,1,33120.969,44147.082
0,34,1156,8,1,0,1,1,12532.258,19210.445
0,51,2601,12,0,0,1,0,41356.453,7388.6328
0,24,576,12,0,0,1,0,11074.935,13742.857
0,23,529,12,0,0,1,0,21483.871,20688.172
0,21,441,14,0,0,0,0,2685.4839,11082.949
0,26,676,16,0,0,1,0,24706.451,29554.531
0,39,1521,14,0,0,1,0,32569.549,31020.436
0,44,1936,9,1,0,1,1,14644.839,12435.069
0,52,2704,9,0,0,1,1,16112.903,24045.566
0,41,1681,8,1,0,1,1,32888.227,42262.98
1,25,625,14,1,0,1,0,11536.57,36646.949
1,19,361,11,1,0,0,1,0,7458.105
1,27,729,10,0,1,0,1,0,11142.87
0,31,961,17,0,0,1,0,25601.613,27042.396
0,46,2116,12,0,0,1,0,23274.193,35465.438
0,35,1225,15,1,0,1,0,34098.484,19062.674
0,29,841,13,0,0,1,0,25064.516,0
0,24,576,12,0,1,1,0,16470.969,21035.438
0,28,784,12,0,0,1,0,20588.711,34135.484
1,24,576,10,1,0,1,1,4078.1521,0
0,31,961,12,0,0,1,0,28645.16,27337.941
0,30,900,14,0,0,1,0,25780.645,31032.258
1,20,400,9,1,0,0,1,0,8881.665
0,26,676,12,0,1,1,0,0,13299.539
0,28,784,16,0,0,1,0,26854.84,29554.531
0,22,484,10,1,0,1,1,9023.2256,13299.539
0,41,1681,16,1,0,1,0,23274.193,22165.898
0,26,676,12,0,0,0,0,23274.193,2955.4531
0,45,2025,14,0,0,1,0,19102.742,30145.621
0,44,1936,11,1,0,1,1,35806.453,29554.531
0,35,1225,16,0,0,1,0,26854.84,31032.258
0,22,484,16,0,0,0,0,22558.064,32509.984
0,53,2809,16,0,0,1,0,32225.807,32509.984
0,34,1156,12,0,0,1,0,0,11821.813
0,51,2601,11,1,0,1,1,21483.871,26007.988
0,31,961,8,1,0,1,1,10851.145,19604.998
0,45,2025,11,0,0,1,1,21483.871,0
0,32,1024,11,1,0,1,1,0,930.96771
1,42,1764,12,1,0,0,0,0,2456.1531
0,35,1225,10,1,0,0,1,14322.581,16846.082
0,48,2304,14,0,0,1,0,34732.258,32509.984
0,36,1296,13,0,0,1,0,28645.16,28372.35
0,40,1600,12,0,0,1,0,19693.549,31032.258
0,27,729,17,0,0,1,0,25064.516,36943.164
0,46,2116,16,0,0,1,0,65160.582,17732.719
1,24,576,11,1,0,0,1,0,995.7002
1,21,441,13,1,0,0,0,0,17094.641
0,54,2916,9,1,0,0,1,30435.484,33987.711
0,33,1089,12,0,0,1,0,16112.903,24382.488
1,30,900,12,1,0,0,0,0,24909.449
0,40,1600,16,0,0,1,0,35806.453,36943.164
0,27,729,12,1,0,1,0,16112.903,20460.602
0,22,484,12,0,0,0,0,7497.8711,17732.719
0,23,529,12,0,0,1,0,9130.6455,11821.813
0,27,729,12,0,0,1,0,53888.711,14777.266
1,26,676,12,1,0,0,0,0,10747.35
0,34,1156,12,0,0,1,0,0,0
0,48,2304,8,1,0,1,1,11637.097,5172.043
0,32,1024,12,0,0,1,0,24812.08,12412.903
0,55,3025,12,0,0,1,0,33206.902,31771.121
0,22,484,11,1,0,1,1,6187.355,14570.384
0,41,1681,5,1,0,1,1,10741.935,8689.0322
1,18,324,12,1,0,0,0,0,2321.1069
0,37,1369,7,0,0,1,1,29719.355,5172.043
0,24,576,17,0,0,0,0,27570.969,32509.984
0,46,2116,9,1,0,1,1,32225.807,41376.344
0,19,361,12,0,1,1,0,12532.258,13299.539
0,37,1369,14,0,0,1,0,44758.066,81274.961
1,23,529,11,1,0,0,1,0,0
1,19,361,8,0,1,0,1,1862.889,8774.623
0,51,2601,12,1,0,1,0,25601.613,25121.352
0,51,2601,7,0,0,1,1,8951.6133,11082.949
0,50,2500,16,0,0,0,0,0,23643.625
0,27,729,16,0,0,1,0,32225.807,39159.754
0,20,400,13,0,1,1,0,10025.806,27337.941
0,53,2809,16,0,0,1,0,35806.453,51720.43
0,32,1024,13,1,0,1,0,37596.773,46891.219
0,31,961,12,0,0,1,0,17903.227,22165.898
0,54,2916,12,0,0,1,0,0,0
0,35,1225,13,1,0,1,0,25959.678,26423.229
0,45,2025,5,0,0,1,1,37596.773,31477.055
0,53,2809,8,0,0,1,1,14322.581,14843.763
0,49,2401,5,1,0,1,1,7698.3872,11993.229
0,25,625,14,1,0,1,0,23274.193,26303.533
0,42,1764,5,1,0,1,1,32225.807,23643.625
0,44,1936,14,0,0,1,0,48338.711,50242.703
1,25,625,12,1,0,0,0,0,11965.81
0,27,729,12,0,0,1,0,17545.16,24530.262
0,19,361,10,0,0,0,1,4296.7744,14777.266
0,28,784,13,0,0,1,0,15396.774,22452.578
0,31,961,11,0,0,1,1,13785.484,20688.172
0,24,576,12,1,0,0,0,13069.355,10344.086
0,47,2209,16,0,0,1,0,62741.855,65019.969
0,49,2401,14,0,0,1,0,14322.581,24530.262
0,43,1849,17,0,0,1,0,44758.066,41376.344
0,38,1444,16,0,0,1,0,50129.031,38420.891
0,39,1521,12,0,0,1,0,32583.871,34726.574
0,23,529,12,1,0,1,0,17366.129,14777.266
0,35,1225,11,1,0,1,1,8951.6133,0
0,40,1600,12,0,0,1,0,20409.678,23052.535
0,22,484,14,1,0,1,0,21125.807,24086.943
0,26,676,16,0,0,1,0,21483.871,40637.48
1,26,676,12,1,0,0,0,1088.907,11460.56
0,37,1369,12,0,0,1,0,28645.16,0
0,38,1444,9,0,0,1,1,25064.516,47287.25
1,18,324,9,1,0,0,1,0,4482.8452
0,38,1444,2,0,0,0,1,6266.1289,2955.4531
0,19,361,11,0,0,0,1,4654.8389,8570.8145
1,19,361,11,1,0,0,1,2615.2759,4146.603
0,47,2209,10,0,0,1,1,19693.549,22165.898
0,39,1521,17,0,1,1,0,0,8866.3594
0,53,2809,7,0,0,1,1,0,0
0,21,441,12,0,1,1,0,12532.258,17732.719
1,18,324,9,1,0,0,1,1285.33,15369.48
0,33,1089,17,0,0,1,0,39387.098,46105.07
0,44,1936,11,0,0,1,1,16470.969,14555.607
0,22,484,12,0,0,1,0,16829.031,21870.354
0,23,529,12,0,0,0,0,23274.193,32953.305
0,46,2116,10,0,0,1,1,19514.516,25676.977
0,47,2209,14,0,0,1,0,26854.84,32509.984
0,25,625,12,0,0,1,0,2685.4839,25121.352
0,48,2304,12,0,0,1,0,42967.742,36943.164
0,22,484,12,0,0,1,0,19693.549,26007.988
0,43,1849,14,0,0,1,0,31420.16,31032.258
0,24,576,12,0,0,1,0,17903.227,18323.811
0,53,2809,12,0,0,1,0,16112.903,19210.445
0,51,2601,8,1,0,1,1,25064.516,1182.1813
0,40,1600,4,1,0,0,1,1933.5483,1034.4086
0,33,1089,12,1,0,0,0,8951.6133,0
0,40,1600,7,1,0,1,1,8951.6133,11821.813
0,40,1600,11,1,0,1,1,16112.903,19210.445
0,52,2704,9,0,0,1,1,25064.516,19210.445
0,46,2116,16,0,0,1,0,37596.773,48764.977
0,23,529,12,0,0,1,0,12532.258,21427.035
0,39,1521,7,0,0,1,1,17545.16,0
0,33,1089,8,1,0,1,1,22379.031,27485.715
0,27,729,12,0,0,1,0,254.22581,1090.5623
0,55,3025,16,0,0,1,0,71612.906,35110.781
1,29,841,12,1,0,0,0,1817.2841,0
1,17,289,9,0,0,0,1,1618.15,6011.021
0,50,2500,14,0,0,1,0,0,0
0,34,1156,10,1,0,1,1,11637.097,9900.7676
0,29,841,16,0,0,1,0,23453.227,25860.215
0,21,441,12,0,0,1,0,8056.4517,12117.358
0,34,1156,6,0,0,1,1,17903.227,4876.4976
0,49,2401,13,0,0,1,0,17903.227,17732.719
0,44,1936,11,1,0,1,1,18588.92,19210.445
0,27,729,14,0,0,1,0,23306.42,26599.078
0,25,625,15,0,0,1,0,41177.418,35465.438
0,48,2304,16,0,0,1,0,50129.031,48764.977
0,54,2916,10,1,0,1,1,0,0
1,25,625,12,0,0,0,0,0,5587.5029
0,35,1225,14,0,0,1,0,19693.549,22424.502
0,24,576,16,0,0,0,0,19505.564,19210.445
1,22,484,11,1,0,0,1,0,6456.6968
0,35,1225,12,1,0,1,0,16086.048,19210.445
0,23,529,14,1,0,1,0,10398.194,13003.994
1,33,1089,12,1,0,1,0,10941.35,15952.6
0,42,1764,12,0,0,1,0,16112.903,15516.129
0,40,1600,11,0,0,1,1,26407.258,31032.258
0,55,3025,12,0,0,1,0,22916.129,17732.719
0,33,1089,12,0,0,0,0,16028.758,17502.193
0,24,576,11,0,0,1,1,24885.484,25121.352
0,27,729,17,0,0,1,0,0,0
0,31,961,14,0,0,1,0,0,0
0,34,1156,7,1,0,1,1,12532.258,14777.266
0,27,729,14,0,0,1,0,32225.807,39898.617
0,29,841,16,0,0,1,0,23274.193,23643.625
0,35,1225,11,1,0,1,1,8557.7422,7388.6328
0,45,2025,12,0,0,1,0,21483.871,0
0,43,1849,12,1,0,1,0,19421.42,13559.619
0,25,625,12,0,0,1,0,30435.484,33987.711
0,43,1849,12,0,0,1,0,21483.871,22165.898
1,31,961,11,1,0,1,1,0,8087.4868
0,22,484,10,0,0,1,1,15217.742,0
1,25,625,12,1,0,0,0,2746.6079,2090.678
1,25,625,8,1,0,0,1,37431.66,2346.8279
0,28,784,16,0,0,1,0,18619.355,44331.797
0,41,1681,8,1,0,1,1,8378.71,7388.6328
0,40,1600,8,0,0,1,1,55500,53198.156
0,43,1849,12,0,0,0,0,33479.031,33987.711
0,53,2809,17,0,0,1,0,0,0
0,48,2304,6,0,1,1,1,0,0
0,45,2025,9,1,0,1,1,0,0
0,23,529,16,0,0,0,0,21483.871,26599.078
0,39,1521,6,1,0,1,1,16470.969,28076.805
0,31,961,13,0,0,1,0,25959.678,39898.617
0,38,1444,11,0,0,1,1,21483.871,19210.445
0,26,676,8,1,0,1,1,23274.193,23643.625
0,21,441,12,0,0,0,0,12945.823,26599.078
0,28,784,12,1,0,1,0,26854.84,25121.352
0,28,784,12,0,0,1,0,22379.031,29554.531
0,52,2704,10,0,0,1,1,12174.194,23643.625
0,23,529,12,0,0,0,0,10741.935,15959.447
0,54,2916,12,0,0,1,0,25064.516,0
0,27,729,15,0,0,1,0,4654.8389,19210.445
0,23,529,12,0,0,1,0,4833.8711,25564.67
0,23,529,16,0,0,1,0,21483.871,18471.582
0,22,484,12,0,1,1,0,17903.227,14777.266
0,20,400,10,0,0,1,1,11995.161,17880.492
0,25,625,12,0,1,1,0,26586.289,25558.76
0,21,441,12,1,0,1,0,9846.7744,7388.6328
0,32,1024,11,1,0,0,1,14322.581,886.63593
0,47,2209,12,0,0,1,0,33312.531,15072.811
0,24,576,12,0,0,1,0,14680.645,17732.719
0,54,2916,3,1,0,1,1,0,0
0,23,529,12,0,0,1,0,10204.839,31032.258
1,28,784,8,1,0,0,1,0,0
0,23,529,12,0,0,1,0,12532.258,0
0,28,784,9,0,0,0,1,13248.387,19210.445
1,20,400,12,1,0,0,0,165.2077,0
0,20,400,11,0,0,1,1,7161.2905,14038.402
0,55,3025,12,0,0,1,0,32225.807,25860.215
0,25,625,11,1,0,1,1,21483.871,26599.078
1,27,729,12,1,0,1,0,7806.3872,2777.585
0,38,1444,14,0,0,1,0,19693.549,0
0,44,1936,17,0,0,1,0,30435.484,21427.035
0,51,2601,10,0,0,1,1,23274.193,25860.215
0,44,1936,12,0,0,1,0,12174.194,20963.029
0,26,676,16,0,0,1,0,53709.676,45809.523
0,26,676,12,1,0,1,0,22379.031,25121.352
1,23,529,12,1,0,0,0,7782.042,14416.84
0,38,1444,17,0,0,0,0,32225.807,43297.391
0,33,1089,10,1,0,0,1,13964.516,16905.191
0,40,1600,8,1,0,1,1,8056.4517,7184.7065
0,43,1849,6,1,0,1,1,16112.903,20688.172
0,45,2025,10,0,0,1,1,32225.807,36943.164
0,27,729,17,0,0,0,0,29540.322,31032.258
0,47,2209,12,0,0,1,0,0,12560.676
0,32,1024,10,0,0,1,1,25064.516,29554.531
1,23,529,10,1,0,0,1,0,7693.3999
0,30,900,12,0,0,1,0,3222.5806,3250.9985
0,48,2304,16,0,0,1,0,0,0
0,27,729,16,0,0,1,0,23274.193,27633.486
0,33,1089,16,0,0,1,0,42967.742,41080.801
0,26,676,17,0,0,0,0,26854.84,29702.305
0,26,676,16,1,0,1,0,25064.516,32509.984
0,55,3025,12,0,0,1,0,26409.049,29369.816
0,36,1296,12,1,0,1,0,25064.516,23643.625
0,24,576,12,0,0,1,0,719.70966,27963.02
0,22,484,16,0,0,0,0,23274.193,25860.215
0,33,1089,16,0,0,1,0,21483.871,22018.127
0,23,529,11,0,1,0,1,2685.4839,8127.4961
0,27,729,12,1,0,0,0,3222.5806,8866.3594
0,19,361,12,0,0,1,0,10741.935,0
0,46,2116,12,0,0,1,0,25780.645,17437.174
0,46,2116,16,0,0,1,0,65160.582,17732.719
0,47,2209,10,0,0,1,1,17903.227,35364.953
0,47,2209,17,0,0,1,0,38670.969,0
0,33,1089,12,0,0,0,0,19693.549,13299.539
0,31,961,12,1,0,1,0,11064.194,15959.447
0,28,784,13,0,0,1,0,20588.711,23578.605
0,20,400,12,0,0,1,0,16112.903,26599.078
0,32,1024,16,1,0,1,0,19693.549,28076.805
0,31,961,17,0,0,1,0,33120.969,47287.25
0,32,1024,12,0,0,1,0,35806.453,23052.535
0,25,625,12,0,0,1,0,14202.629,14777.266
0,40,1600,16,0,0,1,0,26854.84,32421.32
0,40,1600,12,1,0,1,0,23274.193,38420.891
0,50,2500,12,0,0,1,0,14322.581,13151.767
0,31,961,12,0,0,1,0,25064.516,29554.531
0,26,676,14,1,0,0,0,21483.871,28815.668
0,24,576,13,1,0,0,0,25064.516,22165.898
0,50,2500,8,1,0,1,1,9846.7744,9102.7959
0,30,900,16,0,0,1,0,21483.871,22165.898
0,49,2401,10,1,0,1,1,0,5319.8159
0,28,784,15,1,0,1,0,33486.195,30828.332
0,21,441,12,1,0,1,0,4296.7744,14777.266
0,44,1936,6,1,0,1,1,14322.581,5615.3608
0,26,676,16,0,0,1,0,23274.193,29554.531
0,53,2809,6,0,0,1,1,0,0
0,48,2304,11,0,0,1,1,19693.549,16254.992
0,20,400,12,1,0,0,0,4475.8066,17732.719
0,37,1369,15,0,1,1,0,39387.098,45809.523
0,49,2401,5,0,1,1,1,23274.193,20392.627
0,34,1156,16,0,0,1,0,21304.84,20688.172
0,45,2025,12,1,0,1,0,21483.871,28076.805
0,45,2025,14,0,0,1,0,28645.16,26599.078
0,19,361,13,0,0,0,0,15217.742,17732.719
1,38,1444,12,0,0,0,0,0,4941.8491
0,35,1225,14,0,0,1,0,26496.773,29554.531
0,48,2304,16,0,0,1,0,23274.193,0
0,25,625,12,0,0,1,0,20588.711,22461.443
1,20,400,12,1,0,0,0,9227.5586,0
0,23,529,13,1,0,1,0,17903.227,23643.625
0,23,529,12,0,0,0,0,14322.581,22165.898
0,44,1936,17,0,0,1,0,32075.42,37386.48
0,25,625,14,0,0,1,0,14322.581,9974.6543
1,19,361,11,1,0,0,1,6409.0269,11648.7
0,52,2704,17,0,0,1,0,59080.645,70930.875
0,37,1369,17,0,0,1,0,30435.484,27939.377
0,48,2304,8,0,0,1,1,26317.742,28076.805
0,36,1296,14,0,0,1,0,42072.582,41376.344
0,48,2304,14,0,0,1,0,57290.324,57631.336
0,21,441,11,0,1,1,1,4114.1611,17732.719
0,26,676,12,0,0,1,0,14322.581,14925.038
0,49,2401,4,1,0,1,1,0,0
0,36,1296,7,1,0,1,1,21483.871,13299.539
0,50,2500,12,0,0,1,0,30077.42,26599.078
0,36,1296,12,1,0,1,0,0,17732.719
0,32,1024,12,0,0,1,0,11458.065,11821.813
0,39,1521,17,0,0,1,0,50129.031,44331.797
1,20,400,10,1,0,0,1,11073.09,0
0,50,2500,10,0,0,1,1,0,0
0,39,1521,5,1,0,1,1,13427.419,14629.493
0,53,2809,16,0,0,1,0,28645.16,22165.898
0,39,1521,8,1,0,1,1,26854.84,28076.805
0,28,784,11,0,0,1,1,10741.935,20392.627
1,26,676,10,1,0,0,1,0,9265.7881
0,24,576,13,1,0,1,0,10741.935,31097.277
1,17,289,9,1,0,0,1,0,1953.2679
0,45,2025,14,0,0,1,0,42538.066,36943.164
0,20,400,13,0,0,0,0,17491.451,2216.5898
0,36,1296,7,1,0,1,1,15754.839,19210.445
0,27,729,12,1,0,1,0,0,8275.2686
0,23,529,12,1,0,1,0,14322.581,12294.685
0,27,729,15,0,0,1,0,0,0
0,46,2116,14,0,0,1,0,26496.773,29554.531
0,45,2025,12,0,0,1,0,26854.84,25121.352
0,50,2500,17,0,0,1,0,0,70930.875
0,48,2304,10,0,0,0,1,26854.84,33043.445
0,49,2401,16,0,0,1,0,12353.226,12560.676
1,25,625,10,0,0,0,1,4712.874,6103.7461
0,52,2704,5,1,0,1,1,4296.7744,2216.5898
0,24,576,16,0,0,1,0,22880.322,29037.326
0,49,2401,7,0,0,1,1,20767.742,21341.326
0,54,2916,12,0,0,1,0,17894.273,19343.441
0,38,1444,12,0,0,1,0,16112.903,30293.395
0,37,1369,17,1,0,1,0,19693.549,76841.781
0,28,784,12,1,0,0,0,2864.5161,0
0,22,484,16,0,0,1,0,19693.549,2955.4531
0,53,2809,17,0,0,1,0,28645.16,27929.031
0,22,484,13,0,0,0,0,12532.258,17732.719
0,32,1024,17,0,0,1,0,34016.129,57631.336
0,51,2601,11,0,0,1,1,25780.645,27190.17
0,23,529,14,0,0,1,0,12532.258,14186.175
0,25,625,16,0,0,1,0,2954.0322,0
0,34,1156,6,0,1,1,1,16112.903,16254.992
1,27,729,11,1,0,0,1,2483.8521,0
0,27,729,17,0,0,0,0,0,41376.344
0,21,441,15,0,0,0,0,3222.5806,14777.266
0,46,2116,12,0,0,1,0,19201.211,20431.049
0,27,729,12,0,0,1,0,23095.16,31032.258
0,35,1225,12,0,0,1,0,26138.711,29554.531
0,26,676,12,0,0,1,0,23274.193,26599.078
1,21,441,11,1,0,0,1,2158.585,0
0,26,676,12,0,0,1,0,12174.194,12687.76
1,18,324,10,0,1,0,1,12625.51,0
0,28,784,12,0,0,1,0,0,0
0,28,784,16,0,0,1,0,39387.098,34726.574
0,25,625,10,0,1,1,1,8056.4517,13299.539
0,26,676,12,0,0,1,0,21125.807,21982.66
0,45,2025,8,0,0,1,1,0,0
1,27,729,13,1,0,0,0,0,0
0,27,729,14,0,0,1,0,15217.742,13447.312
0,47,2209,10,1,0,1,1,26854.84,0
0,44,1936,11,1,0,1,1,35806.453,29554.531
